Company,TypeName,Inches,Ram,OpSys,Weight,Price,Screen Panel Type,Additional Screen Features,Screen Resolution,CPU Brand,CPU Series,CPU Model Number,CPU Clock Speed,Gpu Brand,Gpu Series,Gpu Type,Main Storage Size,Main Storage Type,Additional Storage Size
Asus,Gaming,17.3,16,Windows 10,4.3,122490,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 980M,GeForce,128,SSD,0
Dell,Ultrabook,12.5,4,Windows 7,1.5,60480,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Dell,Ultrabook,12.5,4,Windows 7,1.5,62176,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Lenovo,Gaming,15.6,16,Windows 10,2.4,63882,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,512,SSD,0
Dell,Ultrabook,12.5,8,Windows 7,1.5,75289,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
MSI,Gaming,17.3,8,Windows 10,2.9,80516,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960M,GeForce,128,SSD,0
Lenovo,2 in 1 Convertible,15.6,4,Windows 10,2.1,46193,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Asus,Gaming,15.6,16,Windows 10,2.59,71341,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960M,GeForce,128,SSD,0
HP,Notebook,13.3,8,Windows 10,1.16,90522,Touchscreen,Quad HD+,3200x1800,Intel,Core,6Y54,1.1,Intel,HD Graphics 515,HD Graphics,256,SSD,0
Dell,Notebook,15.6,4,Windows 7,2.24,40980,Standard,Standard,1366x768,Intel,Core,i5,2.3,AMD,Radeon R5 M315,Radeon,500,HDD,0
Lenovo,Notebook,15.6,4,Windows 10,2.1,22857,Standard,Standard,1366x768,Intel,Core,i3,2.0,Intel,HD Graphics 520,HD Graphics,128,SSD,0
HP,Ultrabook,13.3,8,Windows 10,1.16,104908,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,512,SSD,0
Lenovo,2 in 1 Convertible,10.1,4,Android,0.69,29250,IPS Panel,Standard,1920x1200,Intel,Atom,x5-Z8550,1.4,Intel,HD Graphics 400,HD Graphics,64,Flash Storage,0
Dell,Ultrabook,13.3,8,Windows 10,1.23,73473,Standard,Full HD,1920x1080,Intel,Core,i7,2.4,Intel,Iris Plus Graphics 640,Iris,256,SSD,0
Lenovo,Gaming,17.3,16,Windows 10,4.6,146519,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GTX 980M,GeForce,256,SSD,1024
Razer,Ultrabook,12.5,8,Windows 10,1.25,54825,Touchscreen,4K Ultra HD,3840x2160,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Toshiba,Ultrabook,13.3,16,Windows 10,1.05,118601,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Asus,Gaming,17.3,8,Windows 10,3.52,69929,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960M,GeForce,128,SSD,0
Vero,Notebook,13.3,4,Windows 10,1.35,10442,Standard,Full HD,1920x1080,Intel,Atom,X5-Z8350,1.4,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
HP,Notebook,13.3,8,Windows 10,1.16,90043,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,14,8,Windows 7,1.43,80612,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,Notebook,15.6,4,Linux,2.09,27899,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.8,88924,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,25521,IPS Panel,Standard,1920x1200,Intel,Atom,x5-Z8550,1.4,Intel,HD Graphics 400,HD Graphics,64,Flash Storage,0
HP,Ultrabook,12.5,8,Windows 7,1.26,100965,Standard,Standard,1366x768,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,Gaming,15.6,8,No OS,2.4,52693,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
HP,Gaming,17.3,8,Windows 10,3.35,60153,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.3,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
Lenovo,2 in 1 Convertible,14,8,Windows 7,1.8,109244,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,Quadro M500M,Quadro,512,SSD,0
Asus,Notebook,14,4,Windows 10,1.5,14811,Standard,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,32,Flash Storage,0
HP,Ultrabook,15.6,8,Windows 10,1.84,40066,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,15.6,16,Windows 10,2.5,58554,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,AMD,Radeon R7 M360,Radeon,1024,Hybrid,0
HP,Workstation,17.3,8,Windows 7,3,210424,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,Quadro M3000M,Quadro,256,SSD,0
MSI,Gaming,17.3,16,Windows 10,3.78,127818,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GTX 980M,GeForce,256,SSD,0
HP,Ultrabook,15.6,8,Windows 7,1.88,115709,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,2 in 1 Convertible,14,16,Windows 10,2.8,130003,IPS Panel,Standard,2560x1440,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,512,SSD,0
MSI,Gaming,15.6,8,Windows 10,2.4,60888,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,86793,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Workstation,15.6,8,Windows 7,2.59,118761,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,Quadro M1000M,Quadro,256,SSD,0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,95850,Touchscreen,Standard,2560x1440,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Workstation,15.6,8,Windows 7,2.0,101178,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,Quadro M1000M,Quadro,256,SSD,0
HP,Ultrabook,12.5,8,Windows 7,1.26,122381,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,Notebook,15.6,8,Windows 10,2.18,53807,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 940MX,GeForce,256,SSD,0
HP,Notebook,15.6,8,Windows 7,1.88,84129,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.27,124621,IPS Panel,Standard,2560x1440,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
HP,Notebook,15.6,4,Windows 10,1.86,15824,Standard,Standard,1366x768,AMD,E-Series,7110,1.8,AMD,Radeon R2 Graphics,Radeon,500,HDD,0
Dell,Notebook,15.6,8,Windows 10,2.04,119916,IPS Panel,4K Ultra HD,3840x2160,Intel,Core,i5,2.3,Nvidia,GeForce 960M,GeForce,256,SSD,0
HP,Notebook,15.6,4,Windows 10,1.91,25515,Standard,Full HD,1920x1080,AMD,A6-Series,A6,2.5,AMD,Radeon 520,Radeon,256,SSD,0
MSI,Gaming,17.3,16,Windows 10,2.7,79536,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,256,SSD,0
Lenovo,Ultrabook,14,12,Windows 7,1.4,122490,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,512,SSD,0
Lenovo,Notebook,15.6,8,Windows 10,2.5,42010,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,AMD,Radeon R5 M330,Radeon,1024,Hybrid,0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,108744,Touchscreen,Standard,2560x1440,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,512,SSD,0
Lenovo,Ultrabook,14,8,Windows 7,1.7,79866,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,256,SSD,0
MSI,Gaming,14,16,Windows 10,1.7,94252,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 970M,GeForce,256,SSD,0
HP,Notebook,15.6,4,No OS,2.1,25414,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Dell,Gaming,15.6,8,Windows 10,2.62,79813,Standard,4K Ultra HD,3840x2160,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,128,SSD,0
Lenovo,Notebook,15.6,8,Windows 10,1.95,74059,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,14,2,Windows 10,1.44,13266,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
HP,Notebook,15.6,8,Windows 10,1.96,36177,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Asus,Notebook,15.6,4,Windows 10,2.2,19660,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
Lenovo,Notebook,15.6,4,No OS,2.1,21205,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Asus,Notebook,14,4,Windows 10,2,40972,Standard,Full HD,1920x1080,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,15.6,4,Windows 7,2.32,43956,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,1024,Hybrid,0
Lenovo,Gaming,15.6,16,Windows 10,3.31,69530,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960,GeForce,512,SSD,0
MSI,Gaming,15.6,16,Windows 10,1.91,114731,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 970M,GeForce,128,SSD,0
HP,Notebook,15.6,4,Windows 10,2.07,34632,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.36,87219,IPS Panel,Standard,2560x1440,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,Ultrabook,15.6,6,Windows 10,1.54,44275,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 920M,GeForce,256,SSD,0
Dell,Notebook,15.6,8,Linux,1.98,47686,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GT 940MX,GeForce,256,SSD,0
Acer,Notebook,15.6,4,Windows 10,2.1,17742,Standard,Standard,1366x768,Intel,Celeron,N3350,2.3,Intel,HD Graphics 500,HD Graphics,500,HDD,0
Asus,Gaming,15.6,8,Windows 10,2.591,48431,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960M,GeForce,256,SSD,0
Dell,2 in 1 Convertible,15.6,16,Windows 10,2.09,62817,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Acer,Notebook,15.6,4,Windows 10,2.23,36816,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce 940MX,GeForce,256,SSD,0
Dell,Ultrabook,13.3,8,Linux,1.23,58554,Touchscreen,Quad HD+,3200x1800,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Acer,Gaming,17.3,16,Windows 10,4.2,138474,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
HP,Notebook,15.6,4,Windows 10,1.86,25840,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.6,63882,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,15.6,12,Windows 10,2.21,70702,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
Asus,Gaming,17.3,16,Windows 10,4.3,114552,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 980M,GeForce,512,SSD,0
MSI,Gaming,17.3,16,Windows 10,2.43,109165,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Dell,Notebook,15.6,4,Windows 10,2.3,26586,Standard,Standard,1366x768,Intel,Core,i3,2.0,AMD,Radeon R7 M440,Radeon,128,SSD,0
Lenovo,Notebook,15.6,8,No OS,2.2,33513,Standard,Standard,1366x768,Intel,Core,i7,2.5,Nvidia,GeForce 920MX,GeForce,500,HDD,0
Dell,Ultrabook,13.3,16,Windows 10,1.2,142790,Touchscreen,Quad HD+,3200x1800,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Dell,Notebook,15.6,8,Windows 10,2.36,47365,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,AMD,Radeon R7 M445,Radeon,256,SSD,0
HP,Notebook,15.6,8,Windows 10,1.91,30849,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,15930,Standard,Standard,1366x768,AMD,E-Series,9000,2.2,AMD,Radeon R2 Graphics,Radeon,500,HDD,0
Asus,Gaming,15.6,16,Windows 10,2.2,130482,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Asus,Notebook,15.6,16,Windows 10,2.2,93186,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
MSI,Gaming,17.3,16,Windows 10,2.43,103842,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.191,53226,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Asus,Gaming,17.3,16,Windows 10,2.9,103842,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Lenovo,Gaming,15.6,8,Windows 10,2.6,67772,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960<U+039C>,GeForce,128,SSD,0
Acer,2 in 1 Convertible,14,8,Windows 10,1.2,61218,IPS Panel,Full HD,1920x1080,Intel,Core,i7,1.3,Intel,HD Graphics 615,HD Graphics,256,SSD,0
Lenovo,Notebook,15.6,8,Windows 10,2.3,81465,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,256,SSD,0
MSI,Gaming,15.6,8,Windows 10,2.2,78647,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
Dell,Ultrabook,12.5,8,Windows 7,1.26,91288,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,2 in 1 Convertible,15,4,Windows 10,2.08,27119,Touchscreen,Full HD,1920x1080,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Dell,Ultrabook,13.3,8,Windows 10,1.29,78694,Touchscreen,Quad HD+,3200x1800,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Gaming,15.6,16,Windows 10,2.6,54825,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960M,GeForce,128,SSD,0
MSI,Gaming,15.6,8,Windows 10,2.2,61218,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
Lenovo,Netbook,12.5,16,Windows 10,1.3,87912,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,512,SSD,0
MSI,Gaming,17.3,16,Windows 10,2.7,85141,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Apple,Ultrabook,11.6,4,Mac OS X,1.08,51095,Standard,Standard,1366x768,Intel,Core,i5,1.6,Intel,HD Graphics 6000,HD Graphics,256,Flash Storage,0
HP,Ultrabook,14,8,Windows 7,1.54,117119,Standard,Standard,2560x1440,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,Notebook,15.6,4,Windows 7,2.24,39267,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
MSI,Gaming,15.6,8,Windows 10,2.3,62284,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960M,GeForce,128,SSD,0
Lenovo,Notebook,13.3,16,Windows 10,1.4,79866,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Lenovo,Notebook,15.6,6,Windows 10,2.2,31838,Standard,Full HD,1920x1080,AMD,A12-Series,A12,3.6,AMD,Radeon 530,Radeon,256,SSD,0
Asus,Ultrabook,13.3,8,Windows 10,1.45,68198,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Acer,Notebook,15.6,4,Linux,2.4,19276,Standard,Standard,1366x768,Intel,Core,i3,2.0,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Dell,2 in 1 Convertible,17.3,16,Windows 10,2.77,95850,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 940MX,GeForce,512,SSD,0
HP,Notebook,14,4,Windows 7,1.54,58607,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,Notebook,14,4,Windows 10,1.6,46620,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Asus,Gaming,15.6,16,Windows 10,2.34,123876,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Lenovo,Notebook,15.6,8,No OS,2.3,30529,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,96596,Touchscreen,Quad HD+,3200x1800,Intel,Core,i5,1.2,Intel,HD Graphics 615,HD Graphics,256,SSD,0
Dell,Notebook,15.6,4,Linux,2.2,17262,Standard,Standard,1366x768,Intel,Pentium,N3710,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
HP,Notebook,15.6,4,Windows 10,1.86,21258,Standard,Standard,1366x768,AMD,A6-Series,A6,2.5,AMD,Radeon R4 Graphics,Radeon,500,HDD,0
Lenovo,Notebook,15.6,6,Windows 10,2.4,30316,Standard,Full HD,1920x1080,Intel,Core,i3,2.3,Nvidia,GeForce 920MX,GeForce,128,SSD,0
Lenovo,Notebook,14,8,Windows 10,1.9,57116,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,Notebook,15.6,4,Windows 10,2.2,23655,Standard,Standard,1366x768,Intel,Pentium,N3700,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
Asus,Gaming,17.3,16,Windows 10,4.0,101232,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 970M,GeForce,128,SSD,0
Dell,Notebook,15.6,4,Windows 10,2.29,26107,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Lenovo,Notebook,15.6,8,Windows 7,2.32,47685,Standard,Full HD,1920x1080,Intel,Core,i7,2.5,AMD,Radeon R5 M330,Radeon,1024,Hybrid,0
MSI,Gaming,15.6,8,Windows 10,2.4,65481,Standard,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960M,GeForce,128,SSD,0
Lenovo,2 in 1 Convertible,14,4,Windows 10,1.8,44382,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Asus,Ultrabook,13.3,8,Windows 10,1.2,38841,IPS Panel,Full HD,1920x1080,Intel,Core,6Y30,0.9,Intel,HD Graphics 515,HD Graphics,512,SSD,0
Acer,Notebook,15.6,4,Linux,2.4,15397,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,500,HDD,0
Dell,Notebook,15.6,2,Windows 10,2.20,20193,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
HP,Notebook,15.6,6,Windows 10,2.04,29303,Standard,Full HD,1920x1080,AMD,A9-Series,A9,2.9,AMD,Radeon R7 M440,Radeon,1024,Hybrid,0
HP,Netbook,11.6,2,Windows 10,1.17,11135,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
Asus,Notebook,15.6,4,Windows 10,2.2,38378,Standard,Standard,1366x768,Intel,Core,i7,2.5,Nvidia,GeForce 920M,GeForce,500,HDD,0
Lenovo,2 in 1 Convertible,14,4,Windows 10,1.8,33992,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,79866,IPS Panel,Quad HD+,3200x1800,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,512,SSD,0
Lenovo,Notebook,14,2,Windows 10,1.5,12201,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,64,Flash Storage,0
Asus,Notebook,15.6,4,Windows 10,2.2,19660,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
Asus,Ultrabook,13.3,8,Windows 10,1.2,38841,IPS Panel,Full HD,1920x1080,Intel,Core,6Y30,0.9,Intel,HD Graphics 515,HD Graphics,512,SSD,0
Acer,Notebook,15.6,4,Linux,2.4,15397,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,500,HDD,0
Dell,Notebook,15.6,2,Windows 10,2.20,20193,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
HP,Notebook,15.6,6,Windows 10,2.04,29303,Standard,Full HD,1920x1080,AMD,A9-Series,A9,2.9,AMD,Radeon R7 M440,Radeon,1024,Hybrid,0
HP,Netbook,11.6,2,Windows 10,1.17,11135,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
Asus,Notebook,15.6,4,Windows 10,2.2,38378,Standard,Standard,1366x768,Intel,Core,i7,2.5,Nvidia,GeForce 920M,GeForce,500,HDD,0
Lenovo,2 in 1 Convertible,14,4,Windows 10,1.8,33992,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,79866,IPS Panel,Quad HD+,3200x1800,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,512,SSD,0
Lenovo,Notebook,14,2,Windows 10,1.5,12201,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,64,Flash Storage,0
Asus,Notebook,15.6,4,Windows 10,2.2,19660,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
Asus,Ultrabook,13.3,8,Windows 10,1.2,38841,IPS Panel,Full HD,1920x1080,Intel,Core,6Y30,0.9,Intel,HD Graphics 515,HD Graphics,512,SSD,0
Acer,Notebook,15.6,4,Linux,2.4,15397,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,500,HDD,0
Dell,Notebook,15.6,2,Windows 10,2.20,20193,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
HP,Notebook,15.6,6,Windows 10,2.04,29303,Standard,Full HD,1920x1080,AMD,A9-Series,A9,2.9,AMD,Radeon R7 M440,Radeon,1024,Hybrid,0
HP,Netbook,11.6,2,Windows 10,1.17,11135,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
Asus,Notebook,15.6,4,Windows 10,2.2,38378,Standard,Standard,1366x768,Intel,Core,i7,2.5,Nvidia,GeForce 920M,GeForce,500,HDD,0
Lenovo,2 in 1 Convertible,14,4,Windows 10,1.8,33992,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,79866,IPS Panel,Quad HD+,3200x1800,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,512,SSD,0
Lenovo,Notebook,14,2,Windows 10,1.5,12201,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,64,Flash Storage,0
Asus,Notebook,15.6,4,Windows 10,2.2,19660,Standard,Standard,1366x768,Intel,Celeron,N3050,1.6,Intel,HD Graphics,HD Graphics,500,HDD,0
